Team 1,Team 2,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating
"Vitality
                    
                    1","FURIA
                    
                    2",Kévin 'misutaaa' Rabier,misutaaa,34-61,-27,55.8,59.0%,0.71,Andrei 'arT' Piovezan,arT,62-55,+7,93.7,76.9%,1.35
"Vitality
                    
                    1","FURIA
                    
                    2",Kévin 'misutaaa' Rabier,misutaaa,34-61,-27,55.8,59.0%,0.71,Rafael 'saffee' Costa,saffee,47-47,0,57.5,67.9%,0.90
"Vitality
                    
                    1","FURIA
                    
                    2",Kévin 'misutaaa' Rabier,misutaaa,34-61,-27,55.8,59.0%,0.71,André 'drop' Abreu,drop,35-49,-14,58.8,78.2%,0.89
"Outsiders
                    
                    2","FaZe
                    
                    0",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,49-37,+12,86.2,81.2%,1.26,,,,,,,
"Outsiders
                    
                    2","FaZe
                    
                    0",Dzhami 'Jame' Ali,Jame,42-27,+15,67.3,78.1%,1.21,,,,,,,
"Outsiders
                    
                    2","FaZe
                    
                    0",Timur 'buster' Tulepov,buster,42-34,+8,72.4,75.0%,1.14,,,,,,,
"Outsiders
                    
                    2","FaZe
                    
                    0",Evgenii 'FL1T' Lebedev,FL1T,39-31,+8,75.9,76.6%,1.14,,,,,,,
"Outsiders
                    
                    2","FaZe
                    
                    0",Alexey 'Qikert' Golubev,Qikert,42-42,0,70.7,68.8%,1.04,Helvijs 'broky' Saukants,broky,39-37,+2,65.0,79.7%,1.05
"Outsiders
                    
                    2","FaZe
                    
                    0",Alexey 'Qikert' Golubev,Qikert,42-42,0,70.7,68.8%,1.04,Robin 'ropz' Kool,ropz,40-38,+2,68.3,62.5%,0.99
"Outsiders
                    
                    2","FaZe
                    
                    0",Alexey 'Qikert' Golubev,Qikert,42-42,0,70.7,68.8%,1.04,Russel 'Twistzz' Van Dulken,Twistzz,34-43,-9,60.8,65.6%,0.84
"Outsiders
                    
                    2","FaZe
                    
                    0",Alexey 'Qikert' Golubev,Qikert,42-42,0,70.7,68.8%,1.04,Finn 'karrigan' Andersen,karrigan,25-49,-24,58.2,62.5%,0.76
"Outsiders
                    
                    2","FaZe
                    
                    0",Alexey 'Qikert' Golubev,Qikert,42-42,0,70.7,68.8%,1.04,Håvard 'rain' Nygaard,rain,33-48,-15,60.2,57.8%,0.75
"FURIA
                    
                    2","Sprout
                    
                    0",Kaike 'KSCERATO' Cerato,KSCERATO,45-29,+16,79.5,80.0%,1.27,,,,,,,
"FURIA
                    
                    2","Sprout
                    
                    0",Andrei 'arT' Piovezan,arT,43-36,+7,88.1,70.9%,1.26,,,,,,,
"FURIA
                    
                    2","Sprout
                    
                    0",Rafael 'saffee' Costa,saffee,36-29,+7,69.0,72.7%,1.16,,,,,,,
"FURIA
                    
                    2","Sprout
                    
                    0",Yuri 'yuurih' Santos,yuurih,42-34,+8,87.9,63.6%,1.16,,,,,,,
"FURIA
                    
                    2","Sprout
                    
                    0",André 'drop' Abreu,drop,33-30,+3,68.9,80.0%,1.13,Victor 'Staehr' Staehr,Staehr,39-39,0,77.6,63.6%,0.99
"FURIA
                    
                    2","Sprout
                    
                    0",André 'drop' Abreu,drop,33-30,+3,68.9,80.0%,1.13,Rasmus 'raalz' Steensborg,raalz,28-39,-11,63.2,63.6%,0.81
"FURIA
                    
                    2","Sprout
                    
                    0",André 'drop' Abreu,drop,33-30,+3,68.9,80.0%,1.13,Max 'Marix' Kugener,Marix,31-41,-10,61.1,58.2%,0.81
"FURIA
                    
                    2","Sprout
                    
                    0",André 'drop' Abreu,drop,33-30,+3,68.9,80.0%,1.13,Timo 'Spiidi' Richter,Spiidi,34-43,-9,70.2,52.7%,0.80
"FURIA
                    
                    2","Sprout
                    
                    0",André 'drop' Abreu,drop,33-30,+3,68.9,80.0%,1.13,Fritz 'slaxz-' Dietrich,slaxz-,24-38,-14,44.0,56.4%,0.64
"Vitality
                    
                    0","ENCE
                    
                    2",Emil 'Magisk' Reif,Magisk,33-36,-3,86.3,76.5%,1.13,,,,,,,
"Vitality
                    
                    0","ENCE
                    
                    2",Kévin 'misutaaa' Rabier,misutaaa,30-37,-7,79.2,70.6%,0.98,,,,,,,
"Vitality
                    
                    0","ENCE
                    
                    2",Peter 'dupreeh' Rasmussen,dupreeh,33-36,-3,62.5,66.7%,0.89,,,,,,,
"Vitality
                    
                    0","ENCE
                    
                    2",Mathieu 'ZywOo' Herbaut,ZywOo,29-32,-3,50.1,66.7%,0.86,,,,,,,
"Vitality
                    
                    0","ENCE
                    
                    2",Dan 'apEX' Madesclaire,apEX,24-40,-16,62.2,66.7%,0.79,Pavle 'Maden' Bošković,Maden,36-36,0,97.0,74.5%,1.27
"Vitality
                    
                    0","ENCE
                    
                    2",Dan 'apEX' Madesclaire,apEX,24-40,-16,62.2,66.7%,0.79,Olek 'hades' Miskiewicz,hades,36-22,+14,63.4,78.4%,1.20
"Vitality
                    
                    0","ENCE
                    
                    2",Dan 'apEX' Madesclaire,apEX,24-40,-16,62.2,66.7%,0.79,Paweł 'dycha' Dycha,dycha,41-35,+6,84.4,72.5%,1.18
"Vitality
                    
                    0","ENCE
                    
                    2",Dan 'apEX' Madesclaire,apEX,24-40,-16,62.2,66.7%,0.79,Marco 'Snappi' Pfeiffer,Snappi,32-25,+7,68.5,78.4%,1.14
"Vitality
                    
                    0","ENCE
                    
                    2",Dan 'apEX' Madesclaire,apEX,24-40,-16,62.2,66.7%,0.79,Lotan 'Spinx' Giladi,Spinx,36-33,+3,71.8,70.6%,1.09
"Outsiders
                    
                    1","FURIA
                    
                    2",Evgenii 'FL1T' Lebedev,FL1T,56-56,0,93.4,62.3%,1.14,,,,,,,
"Outsiders
                    
                    1","FURIA
                    
                    2",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,53-55,-2,77.3,64.9%,1.07,,,,,,,
"Outsiders
                    
                    1","FURIA
                    
                    2",Dzhami 'Jame' Ali,Jame,48-47,+1,61.9,68.8%,0.96,,,,,,,
"Outsiders
                    
                    1","FURIA
                    
                    2",Alexey 'Qikert' Golubev,Qikert,40-61,-21,59.2,58.4%,0.76,,,,,,,
"Outsiders
                    
                    1","FURIA
                    
                    2",Timur 'buster' Tulepov,buster,35-59,-24,51.9,59.7%,0.66,Kaike 'KSCERATO' Cerato,KSCERATO,61-42,+19,86.9,72.7%,1.30
"Outsiders
                    
                    1","FURIA
                    
                    2",Timur 'buster' Tulepov,buster,35-59,-24,51.9,59.7%,0.66,Yuri 'yuurih' Santos,yuurih,59-45,+14,91.1,66.2%,1.23
"Outsiders
                    
                    1","FURIA
                    
                    2",Timur 'buster' Tulepov,buster,35-59,-24,51.9,59.7%,0.66,Andrei 'arT' Piovezan,arT,54-56,-2,79.5,70.1%,1.07
"Outsiders
                    
                    1","FURIA
                    
                    2",Timur 'buster' Tulepov,buster,35-59,-24,51.9,59.7%,0.66,André 'drop' Abreu,drop,49-45,+4,69.8,76.6%,1.05
"Outsiders
                    
                    1","FURIA
                    
                    2",Timur 'buster' Tulepov,buster,35-59,-24,51.9,59.7%,0.66,Rafael 'saffee' Costa,saffee,54-47,+7,68.2,62.3%,1.04
"FaZe
                    
                    1","ENCE
                    
                    2",Helvijs 'broky' Saukants,broky,67-53,+14,82.5,72.8%,1.23,,,,,,,
"FaZe
                    
                    1","ENCE
                    
                    2",Robin 'ropz' Kool,ropz,58-48,+10,72.3,79.0%,1.13,,,,,,,
"FaZe
                    
                    1","ENCE
                    
                    2",Russel 'Twistzz' Van Dulken,Twistzz,57-53,+4,79.3,75.3%,1.12,,,,,,,
"FaZe
                    
                    1","ENCE
                    
                    2",Håvard 'rain' Nygaard,rain,51-60,-9,74.7,69.1%,0.99,,,,,,,
"FaZe
                    
                    1","ENCE
                    
                    2",Finn 'karrigan' Andersen,karrigan,38-60,-22,59.5,60.5%,0.81,Olek 'hades' Miskiewicz,hades,61-53,+8,77.7,72.8%,1.14
"FaZe
                    
                    1","ENCE
                    
                    2",Finn 'karrigan' Andersen,karrigan,38-60,-22,59.5,60.5%,0.81,Lotan 'Spinx' Giladi,Spinx,57-51,+6,78.5,72.8%,1.14
"FaZe
                    
                    1","ENCE
                    
                    2",Finn 'karrigan' Andersen,karrigan,38-60,-22,59.5,60.5%,0.81,Marco 'Snappi' Pfeiffer,Snappi,56-52,+4,75.4,67.9%,1.07
"FaZe
                    
                    1","ENCE
                    
                    2",Finn 'karrigan' Andersen,karrigan,38-60,-22,59.5,60.5%,0.81,Pavle 'Maden' Bošković,Maden,48-60,-12,70.0,67.9%,0.94
"FaZe
                    
                    1","ENCE
                    
                    2",Finn 'karrigan' Andersen,karrigan,38-60,-22,59.5,60.5%,0.81,Paweł 'dycha' Dycha,dycha,51-55,-4,67.4,54.3%,0.89
"Vitality
                    
                    2","Sprout
                    
                    0",Emil 'Magisk' Reif,Magisk,54-34,+20,88.1,87.7%,1.46,,,,,,,
"Vitality
                    
                    2","Sprout
                    
                    0",Mathieu 'ZywOo' Herbaut,ZywOo,58-36,+22,89.9,86.2%,1.43,,,,,,,
"Vitality
                    
                    2","Sprout
                    
                    0",Peter 'dupreeh' Rasmussen,dupreeh,44-32,+12,70.9,80.0%,1.20,,,,,,,
"Vitality
                    
                    2","Sprout
                    
                    0",Dan 'apEX' Madesclaire,apEX,37-39,-2,71.6,73.8%,1.02,,,,,,,
"Vitality
                    
                    2","Sprout
                    
                    0",Kévin 'misutaaa' Rabier,misutaaa,46-46,0,76.7,64.6%,0.98,Fritz 'slaxz-' Dietrich,slaxz-,41-41,0,64.6,70.8%,1.00
"Vitality
                    
                    2","Sprout
                    
                    0",Kévin 'misutaaa' Rabier,misutaaa,46-46,0,76.7,64.6%,0.98,Victor 'Staehr' Staehr,Staehr,44-52,-8,78.2,69.2%,0.98
"Vitality
                    
                    2","Sprout
                    
                    0",Kévin 'misutaaa' Rabier,misutaaa,46-46,0,76.7,64.6%,0.98,Max 'Marix' Kugener,Marix,42-53,-11,65.6,64.6%,0.87
"Vitality
                    
                    2","Sprout
                    
                    0",Kévin 'misutaaa' Rabier,misutaaa,46-46,0,76.7,64.6%,0.98,Rasmus 'raalz' Steensborg,raalz,33-44,-11,60.6,60.0%,0.84
"Vitality
                    
                    2","Sprout
                    
                    0",Kévin 'misutaaa' Rabier,misutaaa,46-46,0,76.7,64.6%,0.98,Timo 'Spiidi' Richter,Spiidi,27-50,-23,55.4,64.6%,0.76
"fnatic
                    
                    0","Entropiq
                    
                    2",William 'mezii' Merriman,mezii,49-39,+10,91.0,74.1%,1.26,,,,,,,
"fnatic
                    
                    0","Entropiq
                    
                    2",Peppe 'Peppzor' Borak,Peppzor,45-39,+6,73.3,72.4%,1.06,,,,,,,
"fnatic
                    
                    0","Entropiq
                    
                    2",Alex 'ALEX' McMeekin,ALEX,37-46,-9,79.8,69.0%,1.03,,,,,,,
"fnatic
                    
                    0","Entropiq
                    
                    2",Matias 'Banjo' Kivistö,Banjo,36-40,-4,71.9,72.4%,1.00,,,,,,,
"fnatic
                    
                    0","Entropiq
                    
                    2",Valentin 'poizon' Vasilev,poizon,30-41,-11,58.9,65.5%,0.86,Vladislav 'Krad' Kravchenko,Krad,50-38,+12,103.2,75.9%,1.37
"fnatic
                    
                    0","Entropiq
                    
                    2",Valentin 'poizon' Vasilev,poizon,30-41,-11,58.9,65.5%,0.86,Aleksei 'El1an' Gusev,El1an,45-32,+13,68.7,74.1%,1.16
"fnatic
                    
                    0","Entropiq
                    
                    2",Valentin 'poizon' Vasilev,poizon,30-41,-11,58.9,65.5%,0.86,Igor 'Forester' Bezotecheskiy,Forester,46-42,+4,85.2,70.7%,1.15
"fnatic
                    
                    0","Entropiq
                    
                    2",Valentin 'poizon' Vasilev,poizon,30-41,-11,58.9,65.5%,0.86,Aleksei 'NickelBack' Trofimov,NickelBack,36-43,-7,74.1,74.1%,1.00
"fnatic
                    
                    0","Entropiq
                    
                    2",Valentin 'poizon' Vasilev,poizon,30-41,-11,58.9,65.5%,0.86,Viktor 'Lack1' Boldyrev,Lack1,26-42,-16,53.3,70.7%,0.79
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Nemanja 'huNter-' Kovač,huNter-,51-21,+30,111.0,84.8%,1.78,,,,,,,
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Ilya 'm0NESY' Osipov,m0NESY,40-25,+15,84.0,69.6%,1.39,,,,,,,
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Nikola 'NiKo' Kovač,NiKo,32-32,0,83.5,73.9%,1.13,,,,,,,
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Audric 'JACKZ' Jug,JACKZ,30-25,+5,60.3,80.4%,1.10,,,,,,,
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Aleksi 'Aleksib' Virolainen,Aleksib,23-21,+2,65.9,78.3%,1.08,Nicolas 'Plopski' Gonzalez Zamora,Plopski,33-34,-1,72.9,69.6%,0.92
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Aleksi 'Aleksib' Virolainen,Aleksib,23-21,+2,65.9,78.3%,1.08,Love 'phzy' Smidebrant,phzy,29-33,-4,66.9,65.2%,0.89
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Aleksi 'Aleksib' Virolainen,Aleksib,23-21,+2,65.9,78.3%,1.08,Fredrik 'REZ' Sterner,REZ,27-37,-10,74.1,52.2%,0.87
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Aleksi 'Aleksib' Virolainen,Aleksib,23-21,+2,65.9,78.3%,1.08,Patrick 'es3tag' Hansen,es3tag,19-35,-16,49.3,67.4%,0.69
"G2
                    
                    2","Ninjas in Pyjamas
                    
                    0",Aleksi 'Aleksib' Virolainen,Aleksib,23-21,+2,65.9,78.3%,1.08,Hampus 'hampus' Poser,hampus,16-37,-21,53.6,56.5%,0.61
"Looking For Org
                    
                    0","MOUZ
                    
                    2",Euan 'sterling' Moore,sterling,32-37,-5,62.8,62.0%,0.90,,,,,,,
"Looking For Org
                    
                    0","MOUZ
                    
                    2",Jared 'hazr' O'Bree,hazr,29-39,-10,72.6,62.0%,0.85,,,,,,,
"Looking For Org
                    
                    0","MOUZ
                    
                    2",Mike 'ap0c' Aliferis,ap0c,26-41,-15,74.8,56.0%,0.81,,,,,,,
"Looking For Org
                    
                    0","MOUZ
                    
                    2",Benson 'Liki' Niuila,Liki,32-41,-9,55.0,60.0%,0.74,,,,,,,
"Looking For Org
                    
                    0","MOUZ
                    
                    2",James 'SaVage' Savage,SaVage,19-38,-19,52.2,60.0%,0.64,Aurimas 'Bymas' Pipiras,Bymas,54-29,+25,114.0,82.0%,1.66
